Ablon-sur-Seine;0001;23,01
Ablon-sur-Seine;0002;19,64
Ablon-sur-Seine;0003;21,79
Ablon-sur-Seine;0004;17,27
Alfortville;0001;22,64
Alfortville;0002;17,62
Alfortville;0003;17,20
Alfortville;0004;18,75
Alfortville;0005;19,09
Alfortville;0006;21,41
Alfortville;0007;20,47
Alfortville;0008;18,56
Alfortville;0009;21,49
Alfortville;0010;18,22
Alfortville;0011;19,89
Alfortville;0012;21,43
Alfortville;0013;19,07
Alfortville;0014;18,32
Alfortville;0015;18,35
Alfortville;0016;18,77
Alfortville;0017;23,00
Alfortville;0018;22,21
Alfortville;0019;17,87
Alfortville;0020;22,31
Alfortville;0021;21,87
Alfortville;0022;28,53
Alfortville;0023;26,01
Alfortville;0024;23,15
Alfortville;0025;26,15
Alfortville;0026;19,12
Arcueil;0001;27,93
Arcueil;0002;20,54
Arcueil;0003;27,75
Arcueil;0004;25,00
Arcueil;0005;18,91
Arcueil;0006;24,83
Arcueil;0007;21,39
Arcueil;0008;22,11
Arcueil;0009;25,93
Arcueil;0010;26,76
Arcueil;0011;23,66
Arcueil;0012;30,28
Boissy-Saint-Léger;0001;16,21
Boissy-Saint-Léger;0002;18,88
Boissy-Saint-Léger;0003;20,18
Boissy-Saint-Léger;0004;14,80
Boissy-Saint-Léger;0005;21,32
Boissy-Saint-Léger;0006;26,64
Boissy-Saint-Léger;0007;20,67
Boissy-Saint-Léger;0008;28,34
Boissy-Saint-Léger;0009;25,42
Bonneuil-sur-Marne;0001;26,29
Bonneuil-sur-Marne;0002;29,26
Bonneuil-sur-Marne;0003;26,12
Bonneuil-sur-Marne;0004;24,15
Bonneuil-sur-Marne;0005;28,26
Bonneuil-sur-Marne;0006;29,91
Bonneuil-sur-Marne;0007;26,09
Bonneuil-sur-Marne;0008;31,94
Bonneuil-sur-Marne;0009;25,18
Bonneuil-sur-Marne;0010;26,28
Bry-sur-Marne;0001;20,72
Bry-sur-Marne;0002;18,84
Bry-sur-Marne;0003;13,67
Bry-sur-Marne;0004;15,81
Bry-sur-Marne;0005;15,43
Bry-sur-Marne;0006;18,51
Bry-sur-Marne;0007;22,82
Bry-sur-Marne;0008;18,71
Bry-sur-Marne;0009;16,38
Bry-sur-Marne;0010;24,87
Cachan;0001;22,63
Cachan;0002;15,98
Cachan;0003;26,88
Cachan;0004;25,94
Cachan;0005;18,20
Cachan;0006;14,57
Cachan;0007;26,37
Cachan;0008;27,79
Cachan;0009;16,60
Cachan;0010;18,91
Cachan;0011;16,81
Cachan;0012;20,17
Cachan;0013;21,39
Cachan;0014;19,01
Cachan;0015;17,21
Cachan;0016;15,54
Cachan;0017;16,91
Champigny-sur-Marne;0001;22,76
Champigny-sur-Marne;0002;20,95
Champigny-sur-Marne;0003;25,84
Champigny-sur-Marne;0004;21,44
Champigny-sur-Marne;0005;27,10
Champigny-sur-Marne;0006;21,92
Champigny-sur-Marne;0007;18,79
Champigny-sur-Marne;0008;25,49
Champigny-sur-Marne;0009;20,18
Champigny-sur-Marne;0010;21,32
Champigny-sur-Marne;0040;20,82
Champigny-sur-Marne;0011;22,23
Champigny-sur-Marne;0012;27,73
Champigny-sur-Marne;0013;22,74
Champigny-sur-Marne;0014;19,86
Champigny-sur-Marne;0015;23,25
Champigny-sur-Marne;0016;22,92
Champigny-sur-Marne;0017;19,01
Champigny-sur-Marne;0018;29,72
Champigny-sur-Marne;0019;30,33
Champigny-sur-Marne;0020;25,41
Champigny-sur-Marne;0021;28,17
Champigny-sur-Marne;0022;24,68
Champigny-sur-Marne;0023;34,17
Champigny-sur-Marne;0024;20,41
Champigny-sur-Marne;0025;26,43
Champigny-sur-Marne;0026;21,77
Champigny-sur-Marne;0027;19,48
Champigny-sur-Marne;0028;20,96
Champigny-sur-Marne;0029;20,81
Champigny-sur-Marne;0030;34,79
Champigny-sur-Marne;0031;35,79
Champigny-sur-Marne;0032;37,36
Champigny-sur-Marne;0033;38,47
Champigny-sur-Marne;0034;40,60
Champigny-sur-Marne;0035;29,97
Champigny-sur-Marne;0036;24,77
Champigny-sur-Marne;0037;20,56
Champigny-sur-Marne;0038;22,20
Champigny-sur-Marne;0039;26,22
Champigny-sur-Marne;0041;30,12
Champigny-sur-Marne;0042;37,34
Champigny-sur-Marne;0043;20,68
Charenton-le-Pont;0001;20,43
Charenton-le-Pont;0002;15,34
Charenton-le-Pont;0003;14,36
Charenton-le-Pont;0004;15,57
Charenton-le-Pont;0005;14,92
Charenton-le-Pont;0006;14,86
Charenton-le-Pont;0007;15,26
Charenton-le-Pont;0008;15,24
Charenton-le-Pont;0009;21,04
Charenton-le-Pont;0010;18,07
Charenton-le-Pont;0011;15,46
Charenton-le-Pont;0012;17,32
Charenton-le-Pont;0013;26,11
Charenton-le-Pont;0014;23,52
Charenton-le-Pont;0015;24,63
Charenton-le-Pont;0016;17,84
Charenton-le-Pont;0017;17,16
Charenton-le-Pont;0018;17,05
Charenton-le-Pont;0019;16,40
Charenton-le-Pont;0020;17,56
Chennevières-sur-Marne;0001;15,05
Chennevières-sur-Marne;0002;13,04
Chennevières-sur-Marne;0003;16,19
Chennevières-sur-Marne;0004;13,93
Chennevières-sur-Marne;0005;16,96
Chennevières-sur-Marne;0006;16,37
Chennevières-sur-Marne;0007;16,78
Chennevières-sur-Marne;0008;23,28
Chennevières-sur-Marne;0009;30,21
Chennevières-sur-Marne;0010;31,87
Chennevières-sur-Marne;0011;19,29
Chennevières-sur-Marne;0012;26,42
Chevilly-Larue;0001;23,47
Chevilly-Larue;0002;23,70
Chevilly-Larue;0003;22,47
Chevilly-Larue;0004;29,48
Chevilly-Larue;0005;30,05
Chevilly-Larue;0006;24,65
Chevilly-Larue;0007;15,66
Chevilly-Larue;0008;19,25
Chevilly-Larue;0009;19,73
Chevilly-Larue;0010;18,56
Choisy-le-Roi;0001;18,38
Choisy-le-Roi;0002;20,69
Choisy-le-Roi;0003;24,84
Choisy-le-Roi;0004;30,84
Choisy-le-Roi;0005;21,14
Choisy-le-Roi;0006;19,29
Choisy-le-Roi;0007;21,75
Choisy-le-Roi;0008;21,86
Choisy-le-Roi;0009;19,18
Choisy-le-Roi;0010;15,70
Choisy-le-Roi;0011;20,48
Choisy-le-Roi;0012;32,73
Choisy-le-Roi;0013;17,38
Choisy-le-Roi;0014;20,08
Choisy-le-Roi;0015;18,85
Choisy-le-Roi;0016;23,55
Choisy-le-Roi;0017;17,02
Choisy-le-Roi;0018;15,90
Choisy-le-Roi;0019;20,38
Choisy-le-Roi;0020;17,06
Choisy-le-Roi;0021;13,60
Choisy-le-Roi;0022;14,06
Créteil;0010;20,34
Créteil;0011;19,55
Créteil;0018;18,94
Créteil;0023;14,95
Créteil;0025;10,87
Créteil;0026;18,09
Créteil;0027;17,34
Créteil;0028;14,43
Créteil;0029;20,25
Créteil;0030;18,96
Créteil;0031;18,46
Créteil;0032;15,31
Créteil;0033;21,81
Créteil;0001;20,35
Créteil;0002;20,38
Créteil;0003;19,94
Créteil;0004;24,25
Créteil;0005;22,98
Créteil;0006;20,47
Créteil;0007;13,53
Créteil;0008;16,74
Créteil;0009;21,61
Créteil;0012;20,29
Créteil;0013;21,88
Créteil;0014;22,97
Créteil;0015;24,42
Créteil;0016;21,50
Créteil;0017;20,72
Créteil;0019;24,10
Créteil;0020;27,64
Créteil;0021;23,31
Créteil;0022;21,69
Créteil;0024;24,27
Créteil;0034;24,38
Créteil;0035;32,45
Créteil;0036;26,99
Créteil;0037;32,36
Créteil;0038;26,83
Créteil;0039;25,83
Créteil;0040;29,74
Créteil;0041;25,85
Créteil;0042;26,80
Créteil;0043;27,17
Créteil;0044;23,20
Créteil;0045;16,83
Fontenay-sous-Bois;0001;17,08
Fontenay-sous-Bois;0002;17,15
Fontenay-sous-Bois;0003;16,15
Fontenay-sous-Bois;0004;11,84
Fontenay-sous-Bois;0005;25,12
Fontenay-sous-Bois;0006;16,29
Fontenay-sous-Bois;0007;16,31
Fontenay-sous-Bois;0008;19,23
Fontenay-sous-Bois;0009;18,89
Fontenay-sous-Bois;0010;20,84
Fontenay-sous-Bois;0011;19,78
Fontenay-sous-Bois;0012;19,98
Fontenay-sous-Bois;0013;22,27
Fontenay-sous-Bois;0014;20,33
Fontenay-sous-Bois;0015;20,50
Fontenay-sous-Bois;0016;18,91
Fontenay-sous-Bois;0017;16,86
Fontenay-sous-Bois;0018;33,73
Fontenay-sous-Bois;0019;21,58
Fontenay-sous-Bois;0020;27,13
Fontenay-sous-Bois;0021;28,57
Fontenay-sous-Bois;0022;26,05
Fontenay-sous-Bois;0023;27,34
Fontenay-sous-Bois;0024;25,67
Fontenay-sous-Bois;0025;23,35
Fontenay-sous-Bois;0026;20,04
Fontenay-sous-Bois;0027;22,94
Fontenay-sous-Bois;0028;27,88
Fontenay-sous-Bois;0029;20,56
Fontenay-sous-Bois;0030;19,94
Fontenay-sous-Bois;0031;14,58
Fontenay-sous-Bois;0032;19,08
Fontenay-sous-Bois;0033;28,70
Fresnes;0001;18,51
Fresnes;0002;20,00
Fresnes;0003;27,65
Fresnes;0004;22,08
Fresnes;0005;24,26
Fresnes;0006;28,76
Fresnes;0007;26,72
Fresnes;0008;33,60
Fresnes;0009;27,46
Fresnes;0010;28,99
Fresnes;0011;25,42
Fresnes;0012;24,44
Fresnes;0013;29,32
Fresnes;0014;22,23
Fresnes;0015;30,11
Gentilly;0001;26,69
Gentilly;0002;19,95
Gentilly;0003;25,35
Gentilly;0004;21,68
Gentilly;0005;18,92
Gentilly;0006;27,49
Gentilly;0012;24,94
Gentilly;0007;15,66
Gentilly;0008;13,50
Gentilly;0009;15,46
Gentilly;0010;24,75
Gentilly;0011;21,34
L'Hay-les-Roses;0001;22,93
L'Hay-les-Roses;0002;19,56
L'Hay-les-Roses;0003;17,74
L'Hay-les-Roses;0004;17,29
L'Hay-les-Roses;0005;14,54
L'Hay-les-Roses;0006;16,08
L'Hay-les-Roses;0007;15,52
L'Hay-les-Roses;0008;17,03
L'Hay-les-Roses;0009;14,97
L'Hay-les-Roses;0010;23,44
L'Hay-les-Roses;0011;20,12
L'Hay-les-Roses;0012;18,86
L'Hay-les-Roses;0013;26,48
L'Hay-les-Roses;0014;33,81
L'Hay-les-Roses;0015;26,87
L'Hay-les-Roses;0016;20,61
L'Hay-les-Roses;0017;29,83
L'Hay-les-Roses;0018;26,76
L'Hay-les-Roses;0019;26,30
Ivry-sur-Seine;0001;15,50
Ivry-sur-Seine;0002;22,67
Ivry-sur-Seine;0003;18,80
Ivry-sur-Seine;0004;15,61
Ivry-sur-Seine;0005;19,63
Ivry-sur-Seine;0006;12,92
Ivry-sur-Seine;0007;20,31
Ivry-sur-Seine;0008;14,53
Ivry-sur-Seine;0009;15,24
Ivry-sur-Seine;0010;16,13
Ivry-sur-Seine;0011;11,67
Ivry-sur-Seine;0012;26,78
Ivry-sur-Seine;0013;24,44
Ivry-sur-Seine;0014;17,19
Ivry-sur-Seine;0015;19,58
Ivry-sur-Seine;0021;16,38
Ivry-sur-Seine;0022;27,45
Ivry-sur-Seine;0023;21,68
Ivry-sur-Seine;0024;14,51
